# Module 01 — video canon. Format: Question¶{{c1::complete answer}}<TAB>tags. Back Extra stays empty. Card law: anki/CARD-RULES.md
What is an LLM, in one sentence?¶{{c1::A next-token predictor grown from internet-scale text — not a database, not a mind}}	ai-mastery::m01 ml
What is a token, in LLMs?¶{{c1::The chunk-of-text unit models read and write (word/part-word/punctuation → ID number) — never letters}}	ai-mastery::m01 ml
Why are LLMs bad at counting letters in a word?¶{{c1::They see tokens, not letters — the letters are hidden inside the bricks}}	ai-mastery::m01 ml
What are an LLM's parameters/weights?¶{{c1::The learned numbers that ARE the model — a mixing desk with a billion sliders}}	ai-mastery::m01 ml
In ML, what is training vs inference?¶Training = {{c1::tuning the parameters (slow, costly, done once)}}; inference = {{c1::using the tuned model to generate (every chat)}}	ai-mastery::m01 ml
What does LLM pretraining produce?¶{{c1::A BASE model — an internet-document simulator that continues text rather than answering}}	ai-mastery::m01 ml
What is the "lossy zip" intuition about LLM parameters?¶{{c1::They compress the internet lossily — near-exact recall of oft-repeated text, vague recollection of everything else}}	ai-mastery::m01 ml
What turns a base model into an assistant?¶{{c1::Supervised fine-tuning (SFT) on labeller-written ideal conversations, until it imitates the ideal helpful assistant}}	ai-mastery::m01 ml
When you chat with an assistant LLM, what are you really talking to?¶{{c1::A statistical simulation of a helpful labeller following guidelines}}	ai-mastery::m01 ml
Why do LLMs hallucinate?¶{{c1::Confident SFT style applied where the weights hold only vague recollection — likelihood fills the gap, no concept of truth}}	ai-mastery::m01 ml
What are the two patches for LLM hallucination?¶{{c1::Train "I don't know" on probed blind spots}} · {{c1::tools/retrieval pasting real sources into context}}	ai-mastery::m01 ml
In an LLM, what is the context window vs the weights?¶Context = {{c1::working memory, reliable — an open book on the desk}}; weights = {{c1::vague recollection — things half-remembered from school}}	ai-mastery::m01 ml
Why does "think step by step" work, mechanically?¶{{c1::Compute per emitted token is fixed — spreading reasoning over more tokens buys more total computation}}	ai-mastery::m01 ml
What is jagged intelligence?¶{{c1::PhD-level on some tasks, failing trivial ones (9.11 vs 9.9) — so calibrate trust per task, never per model}}	ai-mastery::m01 ml
Where does RL-with-verification work best, and why?¶{{c1::Maths and code — auto-checkable answers give a reliable reward signal at scale}}	ai-mastery::m01 ml
What did DeepSeek-R1 demonstrate?¶{{c1::RL alone can discover longer, self-correcting chains of thought — "aha" moments nobody wrote}}	ai-mastery::m01 ml
Why is AlphaGo's move 37 relevant to LLMs?¶{{c1::Imitation caps at human level; RL against the real goal can exceed it — the hope behind reasoning models}}	ai-mastery::m01 ml
What is RLHF?¶{{c1::Humans compare outputs → a reward model learns their preferences → the model is optimised to please it, briefly}}	ai-mastery::m01 ml
Why is RLHF run only briefly?¶{{c1::The reward model is a gameable simulation — over-optimise and you get adversarial junk it loves and humans hate}}	ai-mastery::m01 ml
What is the mechanical root of LLM sycophancy?¶{{c1::Models are optimised to be PREFERRED, agreeing tends to be preferred — and preferred ≠ true}}	ai-mastery::m01 ml
What is Kernighan's Law, and its consequence for AI code?¶{{c1::Debugging is twice as hard as writing — so never ship code you couldn't write yourself}}	ai-mastery::m01 method
When is vibe coding rational?¶{{c1::Prototypes/small scope in stacks you could write yourself — comprehension is the safety line}}	ai-mastery::m01 method
What are the three principles of vibe coding that doesn't suck?¶{{c1::Feed current true context}} · {{c1::let it see real errors}} · {{c1::wire automatic verification around it}}	ai-mastery::m01 method
What is MCP, in plain words?¶{{c1::Model Context Protocol — a standard plug connecting an AI tool to outside systems so it works from live truth}}	ai-mastery::m01 ml
What is an API, in plain words?¶{{c1::A programme-to-programme doorway: your code sends a request, the service sends back an answer}}	ai-mastery::m01 ml
What is RAG, in plain words?¶{{c1::Retrieval-augmented generation — fetch relevant documents, paste them into context, answer open-book}}	ai-mastery::m01 ml
What is an AI agent, in plain words?¶{{c1::An LLM with tools and a loop so it can act (search, run code, edit files), not just answer}}	ai-mastery::m01 ml
What is an eval, in plain words?¶{{c1::Fixed tasks + a scoring method — AI behaviour measured, not vibed}}	ai-mastery::m01 evals
What are Ebbelaar's six AI-engineer stages?¶{{c1::Foundations (Python/Git/API)}} → {{c1::system design}} → {{c1::production backends}} → {{c1::RAG}} → {{c1::monitoring & evals}} → {{c1::deployment}}	ai-mastery::m01 ml
What are the canon's two house laws?¶{{c1::No ChatGPT in the interview}} · {{c1::never let AI write code you couldn't write}}	ai-mastery::m01 method
