# Module 05 — git properly. Format: Text<TAB>Extra<TAB>tags (Extra optional). Card law: anki/CARD-RULES.md
What is a git commit? {{c1::A snapshot of ALL files + parent pointer(s) + message}} — never {{c1::a diff}}.	A full photo every time.	ai-mastery::m05 git
What is a git branch? {{c1::A movable sticky note on ONE commit}}.	Creating one copies nothing.	ai-mastery::m05 git
What is HEAD in git? {{c1::Where you're standing}}.	Usually on a branch's sticky note; committing moves that note forward.	ai-mastery::m05 git
What is git's staging area (index)? {{c1::The loading dock: exactly what the next snapshot will contain}}.	You place things there with git add.	ai-mastery::m05 git
What do git diff and git diff --staged compare? {{c1::Working tree vs index}} · {{c1::index vs last commit}}.	Read --staged before every commit.	ai-mastery::m05 git
What makes a merge commit special? {{c1::TWO parents}}.	It ties two histories together.	ai-mastery::m05 git
When does git merge fast-forward instead of merging? {{c1::When the target branch never diverged}}.	Git just slides the sticky note forward; no new commit.	ai-mastery::m05 git
What does git rebase actually do? {{c1::REPLAYS your commits as new snapshots on top of the target}}.	Straight line, new IDs; the originals live on in reflog.	ai-mastery::m05 git
What is the iron rebase rule? {{c1::Never rebase commits others already have}}.	Rewriting a shared graph breaks everyone downstream.	ai-mastery::m05 git
How do you undo a PUSHED bad commit? {{c1::git revert HASH}}.	Adds an anti-commit; rewrites nothing; always safe.	ai-mastery::m05 git
Which git undo tools REWRITE history (so are local-only)? {{c1::reset}} · {{c1::rebase}} · {{c1::commit --amend}}.	Fine while private, forbidden once shared.	ai-mastery::m05 git
Git: everything's broken and you're lost — what is the first command? {{c1::git reflog}}.	Everywhere HEAD has been (~90 days); reset --hard to a good hash.	ai-mastery::m05 git
Git: you staged the wrong file — how do you unstage it (restore family)? {{c1::git restore --staged FILE}}	git reset HEAD FILE is the older equivalent.	ai-mastery::m05 git
What is git fetch vs git pull? fetch = {{c1::update your copy of the remote's graph, touch nothing of yours}}; pull = {{c1::fetch + merge (or rebase) into your branch}}.		ai-mastery::m05 git
Why do dev/brain/~/.claude have NO git remotes? {{c1::Estate law: doctrine/life material never leaves the machine}}.	Pre-push guards enforce it; OneDrive/Syncthing are the carriers.	ai-mastery::m05 git
Why do the dev/brain repos keep .git OUTSIDE OneDrive? {{c1::Syncing thousands of tiny hash files corrupts/slows}}.	Files sync via OneDrive; history lives in C:\Users\samra\.gitdirs\.	ai-mastery::m05 git
What ate the atlas merge commit on 04/08/2026? {{c1::An every-5-min pull --rebase replayed the branch linearly mid-merge}}.	Rebase doing its exact job at the wrong moment (ledger 108).	ai-mastery::m05 git
What one command reads a repo's whole shape? {{c1::git log --oneline --graph --all}}		ai-mastery::m05 git
What does git -C PATH do? {{c1::Runs git as if standing in PATH}}.	How sessions operate many repos without cd.	ai-mastery::m05 git
What is git stash for? {{c1::Parking half-done work to get a clean tree}}; get it back with {{c1::git stash pop}}.	Don't forget what you stashed.	ai-mastery::m05 git
