# Module 12 — first AI-free build. Format: Text<TAB>tags. Card law: anki/CARD-RULES.md
# NB: the outage-test card lives in m02 only (duplicate dropped in the 26/08 cloze rewrite).
What does AI-free actually forbid, and allow? Forbids {{c1::Claude, autocomplete, AI search, concept chats, pasting errors in}}; allows {{c2::docs, your own notes, help(), the REPL, paper}}.	ai-mastery::m12 method
What are the five steps of the unassisted wall protocol? {{c1::Re-read the error bottom-up}} · {{c2::reproduce in the smallest snippet}} · {{c3::inspect real values}} · {{c4::one written hypothesis at a time}} · {{c5::45 min no progress = log it, return tomorrow}}.	ai-mastery::m12 method
What is the honesty clause for AI-free work? {{c1::Log every breach — what and how long}}; a hidden breach corrupts your baseline forever.	ai-mastery::m12 method
Why grade your build BEFORE showing anyone? {{c1::Grading first forces criteria}}; grading after invites rationalising whatever you built.	ai-mastery::m12 method
What makes a test worth having, and how do you prove it? {{c1::It would CATCH a real break}} — prove it by {{c2::breaking the code on purpose and watching it fail}}.	ai-mastery::m12 python
Why must errors exit non-zero? {{c1::Exit codes are how other programs detect failure — a traceback is not an interface}}.	ai-mastery::m12 python
What is the fast-track exit test, and its pass mark? {{c1::A cold 30-minute interview sim (projects/Python/LLMs/judgement)}}, pass = {{c2::9+/12}}.	ai-mastery::m12 method
What does a low interview-sim score mean? {{c1::The gaps were found — misses become drills and cards; re-sit in a fortnight}}. The trend is the instrument.	ai-mastery::m12 method
Why build a tool you'll actually use? A tool you don't use taught {{c1::syntax}}; a tool you use teaches {{c2::design — you meet your own decisions again}}.	ai-mastery::m12 method
What is module 12's most valuable artefact? {{c1::A wall you crossed alone}} — worth more than the finished tool.	ai-mastery::m12 method
